,1.txt,10.txt,2.txt,3.txt,4.txt,5.txt,6.txt,7.txt,8.txt,9.txt
cipriani,0,0,1,0,0,0,0,0,0,0
veronica,0,0,2,0,0,0,0,0,0,0
bianchi,0,0,1,0,0,0,0,0,0,0
omar,0,0,1,0,0,0,0,0,0,0
lavieri,0,0,1,0,0,0,0,0,0,0
cecilia,0,0,4,0,0,0,0,0,0,0
riera,0,0,1,0,0,0,0,0,0,0
sala,0,0,1,0,0,0,0,0,0,0
carola,0,0,1,0,0,0,0,0,0,0
candurra,0,0,1,0,0,0,0,0,0,0
roxana,0,0,1,0,0,0,0,0,0,0
olivera,0,0,1,0,0,0,0,0,0,0
emiliano,0,0,1,0,0,0,0,0,0,0
sosa,0,0,1,0,0,0,0,0,0,0
sergio,0,0,1,0,0,0,0,0,0,0
maldonado,0,0,1,0,0,0,0,0,0,0
ariel,0,0,1,0,0,0,0,0,0,0
guzman,0,0,1,0,0,0,0,0,0,0
gollan,0,0,1,0,0,0,0,0,0,0
fernan,0,0,1,0,0,0,0,0,0,0
quiros,0,0,1,0,0,0,0,0,0,0
luana,0,0,1,0,0,0,0,0,0,0
volnovich,0,0,1,0,0,0,0,0,0,0
aimar,0,0,1,0,0,0,0,0,0,0
mariana,0,0,4,0,0,0,0,0,0,0
bertolini,0,0,1,0,0,0,0,0,0,0
bermudez,0,0,1,0,0,0,0,0,0,0
prudent,0,0,1,0,0,0,0,0,0,0
stamboulian,0,0,1,0,0,0,0,0,0,0
juan,0,0,3,0,0,0,0,0,0,0
rey,0,0,1,0,0,0,0,0,0,0
liste,0,0,1,0,0,0,0,0,0,0
cristian,0,0,1,0,0,0,0,0,0,0
werb,0,0,1,0,0,0,0,0,0,0
sebastian,0,0,1,0,0,0,0,0,0,0
crespo,0,0,1,0,0,0,0,0,0,0
joaquin,0,0,1,0,0,0,0,0,0,0
larrabide,0,0,1,0,0,0,0,0,0,0
anigstein,0,0,1,0,0,0,0,0,0,0
adrian,0,0,1,0,0,0,0,0,0,0
galloso,0,0,1,0,0,0,0,0,0,0
parrilla,0,0,1,0,0,0,0,0,0,0
manuel,0,0,1,0,0,0,0,0,0,0
debatista,0,0,1,0,0,0,0,0,0,0
sandra,0,0,3,0,0,0,0,0,0,0
lobosco,0,0,1,0,0,0,0,0,0,0
martin,0,0,1,0,0,0,0,0,0,0
donghi,0,0,1,0,0,0,0,0,0,0
gerry,0,0,1,0,0,0,0,0,0,0
garbulsky,0,0,1,0,0,0,0,0,0,0
alan,0,0,1,0,0,0,0,0,0,0
gegenschatz,0,0,1,0,0,0,0,0,0,0
marcelo,0,0,2,0,0,0,0,0,0,0
kamijo,0,0,1,0,0,0,0,0,0,0
luciana,0,0,1,0,0,0,0,0,0,0
armengol,0,0,1,0,0,0,0,0,0,0
adriana,0,0,1,0,0,0,0,0,0,0
romeo,0,0,1,0,0,0,0,0,0,0
alejandra,0,0,1,0,0,0,0,0,0,0
castro,0,0,2,0,0,0,0,0,0,0
alfredo,0,0,1,0,0,0,0,0,0,0
monte,0,0,1,0,0,0,0,0,0,0
rosa,0,0,1,0,0,0,0,0,0,0
chiaro,0,0,1,0,0,0,0,0,0,0
stilman,0,0,1,0,0,0,0,0,0,0
argüello,0,0,1,0,0,0,0,0,0,0
churba,0,0,1,0,0,0,0,0,0,0
di,0,0,1,0,0,0,0,0,0,0
fabio,0,0,1,0,0,0,0,0,0,0
gonzalez,0,0,1,0,0,0,0,0,0,0
chicote,0,0,1,0,0,0,0,0,0,0
hardoy,0,0,1,0,0,0,0,0,0,0
vairo,0,0,1,0,0,0,0,0,0,0
fernandez,0,0,1,0,0,0,0,0,0,0
parmo,0,0,1,0,0,0,0,0,0,0
masdeu,0,0,1,0,0,0,0,0,0,0
picciola,0,0,1,0,0,0,0,0,0,0
darío,0,0,1,0,0,0,0,0,0,0
ibañez,0,0,1,0,0,0,0,0,0,0
enriqueta,0,0,1,0,0,0,0,0,0,0
chmielecki,0,0,1,0,0,0,0,0,0,0
estela,0,0,1,0,0,0,0,0,0,0
kalinsky,0,0,1,0,0,0,0,0,0,0
fabian,0,0,1,0,0,0,0,0,0,0
galperin,0,0,1,0,0,0,0,0,0,0
felisa,0,0,1,0,0,0,0,0,0,0
rodríguez,0,0,1,0,0,0,0,0,0,0
palma,0,0,1,0,0,0,0,0,0,0
florencia,0,0,1,0,0,0,0,0,0,0
martinez,0,0,1,0,0,0,0,0,0,0
pedemonte,0,0,1,0,0,0,0,0,0,0
raúl,0,0,1,0,0,0,0,0,0,0
gómez,0,0,1,0,0,0,0,0,0,0
gabriela,0,0,1,0,0,0,0,0,0,0
lombardi,0,0,1,0,0,0,0,0,0,0
gisela,0,0,1,0,0,0,0,0,0,0
kremenchuzky,0,0,1,0,0,0,0,0,0,0
gustavo,0,0,1,0,0,0,0,0,0,0
rizzo,0,0,1,0,0,0,0,0,0,0
nelson,0,0,1,0,0,0,0,0,0,0
donato,0,0,1,0,0,0,0,0,0,0
iván,0,0,1,0,0,0,0,0,0,0
urlich,0,0,1,0,0,0,0,0,0,0
cohen,0,0,1,0,0,0,0,0,0,0
jorge,0,0,2,0,0,0,0,0,0,0
aguirre,0,0,1,0,0,0,0,0,0,0
jorgelina,0,0,1,0,0,0,0,0,0,0
centeno,0,0,1,0,0,0,0,0,0,0
redondo,0,0,1,0,0,0,0,0,0,0
leandro,0,0,1,0,0,0,0,0,0,0
stitzman,0,0,1,0,0,0,0,0,0,0
aria,0,0,1,0,0,0,0,0,0,0
marcela,0,0,3,0,0,0,0,0,0,0
baldoni,0,0,1,0,0,0,0,0,0,0
oksengendler,0,0,1,0,0,0,0,0,0,0
testoni,0,0,1,0,0,0,0,0,0,0
suarez,0,0,1,0,0,0,0,0,0,0
mercedes,0,0,1,0,0,0,0,0,0,0
solis,0,0,1,0,0,0,0,0,0,0
levy,0,0,1,0,0,0,0,0,0,0
eugenia,0,0,1,0,0,0,0,0,0,0
segretin,0,0,1,0,0,0,0,0,0,0
sotti,0,0,1,0,0,0,0,0,0,0
alzúa,0,0,1,0,0,0,0,0,0,0
nora,0,0,1,0,0,0,0,0,0,0
etchenique,0,0,1,0,0,0,0,0,0,0
soledad,0,0,1,0,0,0,0,0,0,0
oporto,0,0,1,0,0,0,0,0,0,0
dunaiewsky,0,0,1,0,0,0,0,0,0,0
loban,0,0,1,0,0,0,0,0,0,0
marta,0,0,1,0,0,0,0,0,0,0
wydra,0,0,1,0,0,0,0,0,0,0
miguel,0,0,1,0,0,0,0,0,0,0
patane,0,0,1,0,0,0,0,0,0,0
mirta,0,0,1,0,0,0,0,0,0,0
ludueña,0,0,1,0,0,0,0,0,0,0
natalia,0,0,1,0,0,0,0,0,0,0
gitelman,0,0,1,0,0,0,0,0,0,0
pablo,0,0,2,0,0,0,0,0,0,0
lopez,0,0,1,0,0,0,0,0,0,0
rush,0,0,1,0,0,0,0,0,0,0
pini,0,0,1,0,0,0,0,0,0,0
figoni,0,0,1,0,0,0,0,0,0,0
prado,0,0,1,0,0,0,0,0,0,0
jiménez,0,0,1,0,0,0,0,0,0,0
silvana,0,0,1,0,0,0,0,0,0,0
franco,0,0,1,0,0,0,0,0,0,0
silvina,0,0,3,0,0,0,0,0,0,0
bosco,0,0,1,0,0,0,0,0,0,0
moreno,0,0,1,0,0,0,0,0,0,0
vallieri,0,0,1,0,0,0,0,0,0,0
valeria,0,0,1,0,0,0,0,0,0,0
rio,0,0,1,0,0,0,0,0,0,0
siciliano,0,0,1,0,0,0,0,0,0,0
verónica,0,0,1,0,0,0,0,0,0,0
zlotogorski,0,0,1,0,0,0,0,0,0,0
raul,0,0,1,0,0,0,0,0,0,0
gaivironsky,0,0,1,0,0,0,0,0,0,0
minatta,0,0,1,0,0,0,0,0,0,0
grupo,0,0,1,0,0,0,0,0,0,0
pediátrico,0,0,1,0,0,0,0,0,0,0
militar,0,0,1,0,0,0,0,0,0,0
invaluable,0,0,1,0,0,0,0,0,0,0
gilda,0,0,1,0,0,0,0,0,0,0
piaggio,0,0,1,0,0,0,0,0,0,0
hevia,0,0,1,0,0,0,0,0,0,0
roberto,0,0,1,0,0,0,0,0,0,0
freue,0,0,1,0,0,0,0,0,0,0
hyperinflammation,0,0,0,2,0,0,0,0,0,0
underserved,0,0,0,6,0,0,0,0,0,0
racial,0,0,0,8,0,0,0,0,0,0
mechanical,0,0,0,36,0,0,0,0,0,6
plus,0,0,0,8,0,0,0,0,0,0
mg,0,0,0,4,3,9,0,0,0,0
kilogram,0,0,0,3,0,1,0,0,0,0
intravenously,0,0,0,1,1,0,0,0,0,0
enrolling,0,0,0,2,0,0,0,0,0,0
hispanic,0,0,0,4,1,0,0,0,0,0
latino,0,0,0,4,1,0,0,0,0,0
black,0,0,0,4,1,0,0,0,0,0
indian,0,0,0,4,0,0,0,0,0,0
alaska,0,0,0,4,0,0,0,0,0,0
native,0,0,0,4,2,0,0,0,0,0
cumulative,0,0,0,4,0,1,0,1,0,0
hazard,0,0,0,9,0,0,0,0,0,0
favored,0,0,0,1,0,0,0,0,0,0
weighted,0,0,0,2,0,0,0,0,0,0
composite,0,0,0,2,0,1,0,0,0,0
improve,0,0,0,3,1,1,1,0,0,0
survival,0,0,0,2,1,0,0,0,0,0
genentech,0,0,0,1,0,0,0,0,0,0
empacta,0,0,0,8,0,0,0,0,0,0
distress,0,0,0,2,0,1,0,1,0,0
mainstay,0,0,0,2,0,0,0,0,0,0
disproportionately,0,0,0,3,0,0,1,0,0,0
recruitment,0,0,0,1,0,0,0,0,0,0
underrepresented,0,0,0,3,0,0,0,0,0,0
dysregulated,0,0,0,1,0,0,0,0,0,0
exacerbate,0,0,0,1,0,0,0,0,0,0
multiorgan,0,0,0,1,0,0,0,0,0,0
positively,0,0,0,1,0,0,0,0,0,1
correlated,0,0,0,2,3,0,0,0,0,0
predictive,0,0,0,1,0,0,0,0,0,0
observational,0,0,0,2,0,0,0,0,0,0
evaluating,0,0,0,1,0,0,0,0,0,0
actemra,0,0,0,1,0,0,0,0,0,0
enhance,0,0,0,1,0,0,0,0,0,0
represented,0,0,0,1,0,0,0,1,0,0
radiographic,0,0,0,1,0,0,0,0,0,0
bilevel,0,0,0,1,0,0,0,0,0,0
glucocorticoid,0,0,0,6,0,0,0,0,0,0
recommended,0,0,0,1,0,0,1,0,1,0
methylprednisolone,0,0,0,1,0,0,0,0,0,0
supportive,0,0,0,1,0,0,0,0,0,0
imminent,0,0,0,1,0,0,0,0,0,0
inevitable,0,0,0,1,0,0,0,0,0,0
tuberculosis,0,0,0,1,0,0,0,0,0,3
bacterial,0,0,0,1,0,0,0,0,0,0
fungal,0,0,0,1,0,0,0,0,0,0
immunodeficiency,0,0,0,1,0,0,0,0,0,0
investigator,0,0,0,1,4,2,0,0,0,0
preclude,0,0,0,1,0,0,0,0,0,0
legally,0,0,0,1,0,0,0,0,0,0
representative,0,0,0,1,0,0,0,0,0,0
witnessed,0,0,0,1,0,0,0,0,0,0
oral,0,0,0,1,0,0,0,2,0,0
accordance,0,0,0,1,1,1,0,0,0,0
conference,0,0,0,1,0,0,0,0,0,0
harmonisation,0,0,0,1,1,0,0,0,0,0
guideline,0,0,0,1,2,1,2,0,0,0
declaration,0,0,0,1,1,1,0,0,0,1
helsinki,0,0,0,1,1,1,0,0,0,0
regulation,0,0,0,1,0,0,0,0,0,0
whichever,0,0,0,4,0,0,0,0,0,0
afforded,0,0,0,1,0,0,0,0,0,0
advarra,0,0,0,1,0,0,0,0,0,0
western,0,0,0,1,0,0,0,0,0,0
ethic,0,0,0,2,1,0,0,0,0,1
committee,0,0,0,2,4,0,0,0,0,0
contract,0,0,0,1,1,0,0,0,0,0
paid,0,0,0,1,0,0,0,0,0,0
managed,0,0,0,1,1,0,0,0,0,1
direction,0,0,0,1,0,0,0,0,0,0
supervision,0,0,0,1,0,0,0,0,0,0
fidelity,0,0,0,1,1,0,0,0,0,0
editorial,0,0,0,1,0,1,0,0,0,0
assistance,0,0,0,1,1,0,0,0,0,0
interactive,0,0,0,1,0,0,0,0,0,0
intravenous,0,0,0,1,1,2,0,0,0,6
stratified,0,0,0,4,0,0,0,0,0,4
mexico,0,0,0,1,0,0,0,0,0,0
blinding,0,0,0,1,0,0,0,0,0,0
worsened,0,0,0,1,4,0,0,0,0,1
ordinal,0,0,0,7,0,0,0,0,0,0
scale,0,0,0,6,2,0,0,0,0,108
extracorporeal,0,0,0,1,0,0,0,0,0,1
membrane,0,0,0,1,0,0,0,0,0,2
oxygenation,0,0,0,1,0,0,0,0,0,2
geographic,0,0,0,1,0,0,0,0,0,0
discharge,0,0,0,12,0,0,0,0,0,19
readiness,0,0,0,5,0,0,0,0,0,0
ranging,0,0,0,1,0,0,0,0,0,2
icu,0,0,0,2,0,0,0,0,0,3
withdrawal,0,0,0,1,0,0,0,0,0,0
terminology,0,0,0,1,0,0,0,0,0,0
consisted,0,0,0,1,0,0,0,0,0,1
grouped,0,0,0,2,0,0,0,0,0,0
cox,0,0,0,1,0,0,0,0,0,0
censored,0,0,0,4,0,0,0,0,0,0
hierarchical,0,0,0,1,0,0,0,0,0,0
manner,0,0,0,1,1,0,0,0,0,0
error,0,0,0,2,1,0,0,0,0,0
predefined,0,0,0,1,0,0,0,0,0,0
charge,0,0,0,1,0,0,0,0,0,0
discontinued,0,0,0,2,0,0,0,0,0,0
adjustment,0,0,0,1,0,1,0,0,0,3
adjusted,0,0,0,1,1,0,0,0,0,7
multiplicity,0,0,0,1,1,0,0,0,0,0
competing,0,0,0,3,0,0,1,1,1,1
verification,0,0,0,1,0,0,0,0,0,0
internal,0,0,0,1,0,0,0,0,0,0
excluding,0,0,0,1,0,0,0,0,0,0
cutoff,0,0,0,1,1,0,0,0,0,0
through,0,0,0,2,0,0,0,0,0,0
emphasized,0,0,0,1,0,0,0,0,0,0
compose,0,0,0,1,0,0,0,0,0,0
disparity,0,0,0,1,0,0,0,0,0,0
complex,0,0,0,1,0,0,0,0,1,0
historical,0,0,0,1,0,0,0,0,0,0
inequity,0,0,0,1,0,0,0,0,0,0
observation,0,0,0,1,7,2,0,0,0,0
discrepancy,0,0,0,1,0,0,0,0,0,0
overrepresentation,0,0,0,1,0,0,0,0,0,0
underrepresentation,0,0,0,1,0,0,0,0,0,0
enroll,0,0,0,1,1,1,0,0,0,0
greatly,0,0,0,1,0,0,0,0,0,0
availability,0,0,0,3,0,0,0,1,0,0
resource,0,0,0,2,0,0,0,0,0,0
underscored,0,0,0,1,0,0,0,0,0,1
conserve,0,0,0,1,0,0,0,0,0,0
decreasing,0,0,0,1,0,0,0,0,0,0
ensure,0,0,0,1,0,1,0,0,0,0
consortium,0,0,0,1,0,0,0,0,0,0
bacc,0,0,0,5,0,0,0,0,0,0
covacta,0,0,0,7,0,0,0,0,0,0
hypoxia,0,0,0,2,0,0,0,0,0,0
concomitant,0,0,0,3,0,0,0,0,0,3
uniformly,0,0,0,1,0,0,0,0,0,0
reflect,0,0,0,1,0,0,0,0,0,0
added,0,0,0,1,0,0,0,0,0,2
meet,0,0,0,1,0,0,0,0,0,0
clarity,0,0,0,1,0,0,0,0,0,0
immunomodulatory,0,0,0,1,0,0,0,0,0,0
nonhospitalized,0,0,0,0,4,2,0,0,0,0
mutant,0,0,0,0,3,0,0,0,0,0
g,0,0,0,0,8,0,0,0,0,0
prospectively,0,0,0,0,2,1,0,0,0,0
endogenous,0,0,0,0,6,0,0,0,0,0
medically,0,0,0,0,11,0,0,0,0,0
milliliter,0,0,0,0,21,1,0,0,0,0
hypersensitivity,0,0,0,0,4,0,0,0,0,0
biomedical,0,0,0,0,2,0,0,0,0,0
advanced,0,0,0,0,2,0,0,1,0,0
causative,0,0,0,0,1,0,0,0,0,0
receipt,0,0,0,0,1,0,0,0,0,0
pathogenesis,0,0,0,0,1,0,0,0,0,1
pointed,0,0,0,0,1,0,0,0,0,0
hyperresponse,0,0,0,0,1,0,0,0,0,0
immunomodulating,0,0,0,0,1,0,0,0,0,0
investigating,0,0,0,0,1,0,0,0,0,0
emanate,0,0,0,0,1,0,0,0,0,0
noncompeting,0,0,0,0,1,0,0,0,0,0
pursued,0,0,0,0,1,0,0,0,0,0
suptavumab,0,0,0,0,1,0,0,0,0,0
syncytial,0,0,0,0,1,0,0,0,0,0
preclinical,0,0,0,0,2,2,0,0,0,0
vivo,0,0,0,0,1,0,0,0,0,0
nonhuman,0,0,0,0,1,1,0,0,0,0
primate,0,0,0,0,1,1,0,0,0,0
profound,0,0,0,0,3,0,0,1,1,0
prophylactic,0,0,0,0,1,0,0,0,0,0
context,0,0,0,0,4,0,0,0,2,1
improving,0,0,0,0,1,0,0,0,0,0
clearance,0,0,0,0,4,7,0,0,0,0
humoral,0,0,0,0,1,0,0,0,0,0
exogenously,0,0,0,0,4,0,0,0,0,0
preexisting,0,0,0,0,2,0,0,0,0,0
here,0,0,0,0,1,1,0,0,0,0
conducting,0,0,0,0,1,0,0,0,0,0
operationally,0,0,0,0,1,0,0,0,0,0
seamless,0,0,0,0,1,0,0,0,0,0
refine,0,0,0,0,1,0,0,0,0,0
continues,0,0,0,0,1,0,0,0,0,0
recruit,0,0,0,0,1,0,0,0,0,0
casirivimab,0,0,0,0,4,0,0,0,0,0
imdevimab,0,0,0,0,4,0,0,0,0,0
equal,0,0,0,0,1,0,0,0,0,0
stratification,0,0,0,0,1,0,0,0,0,0
pharmacokinetic,0,0,0,0,4,0,0,0,0,0
serologic,0,0,0,0,1,0,0,0,0,0
iga,0,0,0,0,1,0,0,0,0,1
borderline,0,0,0,0,1,0,0,0,0,0
schedule,0,0,0,0,1,0,0,0,0,0
summary,0,0,0,0,1,0,0,0,0,0
amendment,0,0,0,0,1,0,0,0,0,0
virologic,0,0,0,0,11,3,0,0,0,0
priori,0,0,0,0,2,0,0,0,0,0
select,0,0,0,0,1,0,0,0,0,2
conduct,0,0,0,0,3,0,0,0,0,0
unblinded,0,0,0,0,2,0,0,0,0,0
formal,0,0,0,0,2,0,0,0,0,0
absolute,0,0,0,0,3,1,0,0,0,2
post,0,0,0,0,4,3,0,0,0,0
hoc,0,0,0,0,4,3,0,0,0,0
telemedicine,0,0,0,0,1,0,0,1,0,0
grade,0,0,0,0,3,0,0,0,0,0
interest,0,0,0,0,4,0,1,1,0,3
vouches,0,0,0,0,1,0,0,0,0,0
feedback,0,0,0,0,1,0,0,0,0,0
final,0,0,0,0,1,0,0,0,2,4
submission,0,0,0,0,1,0,0,0,0,0
collecting,0,0,0,0,1,0,0,0,0,0
analyzing,0,0,0,0,1,0,0,0,0,0
unaware,0,0,0,0,1,0,0,0,0,0
periodically,0,0,0,0,1,0,0,0,0,0
recommendation,0,0,0,0,1,0,1,0,0,0
modification,0,0,0,0,1,0,0,0,0,0
separately,0,0,0,0,1,0,0,0,0,0
applicable,0,0,0,0,1,1,0,0,0,4
regulatory,0,0,0,0,1,0,0,0,0,0
oversaw,0,0,0,0,1,0,0,0,0,0
documentation,0,0,0,0,1,0,0,0,0,0
violation,0,0,0,0,1,0,0,0,0,0
collection,0,0,0,0,1,0,0,0,0,1
withdrawn,0,0,0,0,1,0,0,0,0,0
finalized,0,0,0,0,1,0,0,0,0,0
unblinding,0,0,0,0,1,0,0,0,0,0
purpose,0,0,0,0,1,0,0,0,0,0
informing,0,0,0,0,1,0,0,0,0,0
clearing,0,0,0,0,2,0,0,0,0,0
calculated,0,0,0,0,1,0,0,0,0,6
linear,0,0,0,0,3,0,0,0,0,4
trapezoidal,0,0,0,0,1,0,0,0,0,0
covariates,0,0,0,0,1,0,0,0,0,0
sa,0,0,0,0,2,0,0,0,0,1
software,0,0,0,0,1,0,0,0,0,1
properly,0,0,0,0,1,0,0,0,0,0
raw,0,0,0,0,1,0,0,0,0,0
retrospective,0,0,0,0,1,0,0,0,0,0
unadjusted,0,0,0,0,1,0,0,0,0,0
evident,0,0,0,0,1,0,0,0,0,0
descriptive,0,0,0,0,1,0,0,0,0,0
alleviation,0,0,0,0,1,0,0,0,0,0
unpublished,0,0,0,0,2,0,0,0,0,0
mainly,0,0,0,0,1,0,0,0,0,3
toxic,0,0,0,0,1,0,0,0,0,0
pharmacokinetics,0,0,0,0,3,0,0,0,0,0
liter,0,0,0,0,3,0,0,0,0,0
prospective,0,0,0,0,1,0,0,0,0,0
seeking,0,0,0,0,1,0,0,0,0,0
enhanced,0,0,0,0,1,0,0,0,0,0
driven,0,0,0,0,1,1,0,0,0,0
exogenous,0,0,0,0,2,0,0,0,0,0
impede,0,0,0,0,1,0,0,0,0,0
regard,0,0,0,0,1,0,0,0,0,0
likewise,0,0,0,0,1,0,0,0,0,0
achievable,0,0,0,0,1,0,0,0,0,0
quantifiable,0,0,0,0,1,0,0,0,0,0
presumably,0,0,0,0,1,0,0,0,0,0
testable,0,0,0,0,1,0,0,0,0,0
elimination,0,0,0,0,2,2,0,0,0,0
similarly,0,0,0,0,1,0,0,0,0,0
symptomatology,0,0,0,0,1,0,0,0,0,0
antidrug,0,0,0,0,1,0,0,0,0,0
vitro,0,0,0,0,1,0,0,0,0,0
passive,0,0,0,0,1,1,0,0,0,0
limitation,0,0,0,0,1,0,0,0,0,2
rigorously,0,0,0,0,1,0,0,0,0,0
enhancing,0,0,0,0,1,0,0,0,0,0
initiate,0,0,0,0,1,0,0,0,0,0
confirm,0,0,0,0,1,0,0,0,0,0
updated,0,0,0,0,1,0,0,1,0,0
investigational,0,0,0,0,1,0,0,0,0,0
principal,0,0,0,0,1,0,0,0,0,0
subprincipal,0,0,0,0,1,0,0,0,0,0
balachandra,0,0,0,0,1,0,0,0,0,0
das,0,0,0,0,1,0,0,0,0,0
caryn,0,0,0,0,1,0,0,0,0,0
trbovic,0,0,0,0,1,0,0,0,0,0
brian,0,0,0,0,1,0,0,0,0,0
head,0,0,0,0,1,0,0,0,0,0
prime,0,0,0,0,1,0,0,0,0,0
formatting,0,0,0,0,1,0,0,0,0,0
editing,0,0,0,0,1,0,0,0,0,0
suggestion,0,0,0,0,1,0,0,0,0,0
ameliorate,0,0,0,0,0,1,0,0,0,0
preplanned,0,0,0,0,0,3,0,0,0,0
accelerate,0,0,0,0,0,1,0,0,0,1
connection,0,0,0,0,0,2,0,0,0,0
option,0,0,0,0,0,1,0,0,0,0
intended,0,0,0,0,0,1,0,0,1,0
marked,0,0,0,0,0,1,0,0,0,0
antispike,0,0,0,0,0,1,0,0,0,0
affinity,0,0,0,0,0,1,0,0,0,0
derived,0,0,0,0,0,1,0,0,0,0
abcellera,0,0,0,0,0,1,0,0,0,0
persistently,0,0,0,0,0,1,0,0,0,0
monotherapy,0,0,0,0,0,1,0,0,0,0
includes,0,0,0,0,0,2,0,0,0,0
feature,0,0,0,0,0,2,0,2,0,3
gravity,0,0,0,0,0,1,0,0,0,0
coverage,0,0,0,0,0,1,0,0,0,0
sponsored,0,0,0,0,0,1,0,0,0,0
ethical,0,0,0,0,0,1,0,0,0,0
resulted,0,0,0,0,0,1,1,0,0,2
refer,0,0,0,0,0,1,0,0,0,0
simulate,0,0,0,0,0,1,0,0,0,0
simulated,0,0,0,0,0,1,0,0,0,0
document,0,0,0,0,0,1,0,0,0,0
undergone,0,0,0,0,0,2,0,0,0,0
alpha,0,0,0,0,0,1,0,0,0,0
index,0,0,0,0,0,1,0,0,0,0
bmi,0,0,0,0,0,3,0,0,0,0
height,0,0,0,0,0,1,0,0,0,0
meter,0,0,0,0,0,1,0,0,0,1
undergoing,0,0,0,0,0,1,0,1,0,0
ct,0,0,0,0,0,4,1,0,0,24
equating,0,0,0,0,0,1,0,0,0,0
matched,0,0,0,0,0,1,0,0,0,0
expectation,0,0,0,0,0,1,0,0,0,0
conversion,0,0,0,0,0,1,0,0,0,0
toward,0,0,0,0,0,1,0,0,0,0
corresponded,0,0,0,0,0,1,0,0,0,0
slower,0,0,0,0,0,1,0,0,0,0
stratum,0,0,0,0,0,1,0,0,0,0
box,0,0,0,0,0,1,0,0,0,0
plot,0,0,0,0,0,1,0,0,0,1
primer,0,0,0,0,0,1,0,0,0,0
nucleic,0,0,0,0,0,1,0,0,0,0
amplification,0,0,0,0,0,1,0,0,0,0
reference,0,0,0,0,0,1,0,0,0,0
anticipated,0,0,0,0,0,1,0,0,0,0
probability,0,0,0,0,0,1,0,0,0,0
graded,0,0,0,0,0,1,0,0,0,0
diarrhea,0,0,0,0,0,2,0,0,0,0
vomiting,0,0,0,0,0,1,0,0,0,0
nausea,0,0,0,0,0,1,0,0,0,0
pruritus,0,0,0,0,0,1,0,0,0,0
flushing,0,0,0,0,0,1,0,0,0,0
rash,0,0,0,0,0,1,0,0,0,0
facial,0,0,0,0,0,1,0,0,0,0
swelling,0,0,0,0,0,1,0,0,0,0
antihistamine,0,0,0,0,0,1,0,0,0,0
resolve,0,0,0,0,0,1,0,0,0,1
accordingly,0,0,0,0,0,1,0,0,0,0
allele,0,0,0,0,0,1,0,0,0,0
biomarkers,0,0,0,0,0,1,0,0,0,0
meaningful,0,0,0,0,0,1,0,0,1,0
accurate,0,0,0,0,0,1,0,0,0,0
reflection,0,0,0,0,0,1,0,0,0,0
practical,0,0,0,0,0,1,0,0,0,0
precaution,0,0,0,0,0,1,0,0,0,0
pragmatic,0,0,0,0,0,1,0,0,0,0
unanticipated,0,0,0,0,0,1,0,0,0,0
validity,0,0,0,0,0,1,0,0,0,0
mechanistic,0,0,0,0,0,1,0,0,0,0
accelerated,0,0,0,0,0,1,0,0,0,0
pronounced,0,0,0,0,0,1,0,0,0,0
nirula,0,0,0,0,0,1,0,0,0,0
clooney,0,0,0,0,0,1,0,0,0,0
affiliation,0,0,0,0,0,1,0,0,0,0
guild,0,0,0,0,0,1,0,0,0,0
los,0,0,0,0,0,1,0,0,0,0
angeles,0,0,0,0,0,1,0,0,0,0
beach,0,0,0,0,0,2,0,0,0,0
franciscan,0,0,0,0,0,1,0,0,0,0
greenwood,0,0,0,0,0,1,0,0,0,0
dallas,0,0,0,0,0,1,0,0,0,0
vitalink,0,0,0,0,0,1,0,0,0,0
sc,0,0,0,0,0,1,0,0,0,0
charles,0,0,0,0,0,1,0,0,0,0
cook,0,0,0,0,0,1,0,0,0,0
feinberg,0,0,0,0,0,1,0,0,0,0
chicago,0,0,0,0,0,1,0,0,0,0
indago,0,0,0,0,0,1,0,0,0,0
hialeah,0,0,0,0,0,1,0,0,0,0
fl,0,0,0,0,0,1,0,0,0,0
vega,0,0,0,0,0,2,0,0,0,0
reprint,0,0,0,0,0,1,0,0,0,0
request,0,0,0,0,0,1,0,0,0,0
skovronsky,0,0,0,0,0,1,0,0,0,0
delaware,0,0,0,0,0,1,0,0,0,0
devastated,0,0,0,0,0,0,1,0,0,0
refugee,0,0,0,0,0,0,2,0,0,0
asylum,0,0,0,0,0,0,2,0,0,0
seeker,0,0,0,0,0,0,2,0,0,0
federal,0,0,0,0,0,0,11,0,0,0
detention,0,0,0,0,0,0,5,0,0,0
optimism,0,0,0,0,0,0,1,0,0,0
pfizer,0,0,0,0,0,0,1,0,0,0
task,0,0,0,0,0,0,1,0,0,0
prioritizing,0,0,0,0,0,0,1,0,0,0
detainee,0,0,0,0,0,0,8,0,0,0
immunization,0,0,0,0,0,0,5,0,0,0
devised,0,0,0,0,0,0,1,0,0,0
jeopardizes,0,0,0,0,0,0,2,0,0,0
prospect,0,0,0,0,0,0,1,0,0,0
immunizing,0,0,0,0,0,0,1,0,0,0
endangering,0,0,0,0,0,0,1,0,0,0
under,0,0,0,0,0,0,1,0,0,0
migrant,0,0,0,0,0,0,10,0,0,0
hot,0,0,0,0,0,0,1,0,0,0
gross,0,0,0,0,0,0,1,0,0,0
negligence,0,0,0,0,0,0,1,0,0,0
disturbing,0,0,0,0,0,0,1,0,0,0
expertise,0,0,0,0,0,0,1,0,0,0
unsurprising,0,0,0,0,0,0,1,0,0,0
